genus,species,subspecies,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,elevationAccuracy,year,gbifID,address,place_id,licence,osm_type,osm_id,osm_lat,osm_lon,house_number,road,county,state,ISO3166-2-lvl4,postcode,country,country_code,boundingbox,neighbourhood,village,municipality,amenity,hamlet,city,town,building,locality,natural,tourism,ISO3166-2-lvl6,region,leisure,suburb,residential,state_district,man_made,highway,city_district,landuse,township,ISO3166-2-lvl3,isolated_dwelling,shop,ISO3166-2-lvl7,historic,quarter,farm,industrial,farmyard,military,ISO3166-2-lvl5,borough,railway,retail,emergency,healthcare,place,aeroway,office,club,commercial
Sarracenia,purpurea,purpurea,50.291834,-65.040585,2216,NA,NA,1985,3947376092,"138, Rivière-au-Tonnerre, Minganie, Côte-Nord, Québec, Canada",113850706,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,33044028,50.289228002169004,-65.04142130383957,NA,138,Minganie,Québec,CA-QC,NA,Canada,ca,,NA,Rivière-au-Tonnerre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Côte-Nord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,60.45,-121.466667,2221,NA,NA,1973,883389702,"Dehcho Region, Northwest Territories, Canada",298823588,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,9490116,61.9858134,-122.1586383,NA,NA,Dehcho Region,Northwest Territories,CA-NT,NA,Canada,ca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,59.05,-109.566667,2239,NA,NA,1935,883389730,"Unorganized Division No. 18, Division No. 18, Saskatchewan, Canada",342351281,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,14548274,56.812448599999996,-104.08265227546268,NA,NA,Division No. 18,Saskatchewan,CA-SK,NA,Canada,ca,,NA,NA,NA,NA,NA,Unorganized Division No. 18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,58.383333,-111.033333,2247,NA,NA,1971,883388983,"Wood Buffalo, Alberta, Canada",299482049,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,7087463,57.6527825,-111.4667003,NA,NA,Wood Buffalo,Alberta,CA-AB,NA,Canada,ca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,45.475278,-94.334722,2263,NA,NA,NA,2265398789,"Rockville, Stearns County, Minnesota, 56369, United States",107848004,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,18254084,45.475584445708826,-94.33507912711454,NA,NA,Stearns County,Minnesota,US-MN,56369,United States,us,,NA,Rockville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,45.31118,-74.636716,2265,NA,NA,2017,1668885846,"Scotiabank, Kenyon Street West, Alexandria, North Glengarry, Stormont, Dundas and Glengarry Counties, Eastern Ontario, Ontario, K0C 1A0, Canada",70029862,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6484818909,45.3111981,-74.6368425,NA,Kenyon Street West,"Stormont, Dundas and Glengarry Counties",Ontario,CA-ON,K0C 1A0,Canada,ca,,NA,NA,NA,Scotiabank,NA,North Glengarry,Alexandria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,48.8,-95.0833,2281,NA,NA,1979,2265395621,"9727, County Road 58, Lake of the Woods County, Minnesota, 56673, United States",309588832,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,18134039,48.79993730235157,-95.08325726093804,9727,County Road 58,Lake of the Woods County,Minnesota,US-MN,56673,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,55.316667,-114.583333,2286,NA,NA,1985,883367057,"Municipal District of Lesser Slave River, Alberta, Canada",298746521,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,8419492,55.2746015,-114.3357903,NA,NA,Municipal District of Lesser Slave River,Alberta,CA-AB,NA,Canada,ca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,psittacina,NA,30.799076,-82.305021,2289,NA,NA,1984,3710062517,"Charlton County, Georgia, United States",297693282,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,417302,30.8775388,-82.1185847,NA,NA,Charlton County,Georgia,US-GA,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,47.715773,-93.562970000000007,2289,NA,NA,1951,2265397087,"Itasca County, Minnesota, United States",298168480,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1796049,47.4968343,-93.6225663,NA,NA,Itasca County,Minnesota,US-MN,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,NA,NA,30.433253,-88.143611,2289,NA,NA,1953,2234383090,"Bayou Boardwalk, Mobile County, Alabama, United States",147457209,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,176533244,30.4351191,-88.1410996,NA,Bayou Boardwalk,Mobile County,Alabama,US-AL,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,53.016574,-106.011449,2290,NA,NA,2013,3874185523,"Mcfarlane Road, Macdowall, Duck Lake No. 463, Division No. 15, Saskatchewan, Canada",169603659,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,258917069,53.01608441049021,-106.01106343092431,NA,Mcfarlane Road,Division No. 15,Saskatchewan,CA-SK,NA,Canada,ca,,NA,NA,Duck Lake No. 463,NA,Macdowall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,53.609411,-106.063308,2307,NA,NA,2021,3325720565,"Division No. 16, Saskatchewan, Canada",343935037,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,5817881,53.321308599999995,-107.10130378909187,NA,NA,Division No. 16,Saskatchewan,CA-SK,NA,Canada,ca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,45.317454,-85.255807,2312,NA,NA,1931,3413415738,"Beaver Island Boat Company, Bridge Park Drive, Charlevoix, Charlevoix County, Michigan, 49720, United States",348003199,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,10175819548,45.3182073,-85.2578908,NA,Bridge Park Drive,Charlevoix County,Michigan,US-MI,49720,United States,us,,NA,NA,NA,Beaver Island Boat Company,NA,NA,Charlevoix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.158138,-94.700035,2358,NA,NA,2003,2265480844,"Todd County, Minnesota, United States",297889997,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1795721,46.0588428,-94.887283,NA,NA,Todd County,Minnesota,US-MN,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,49.666667,-93.716667,2360,NA,NA,1982,883389015,"Unorganized Kenora District, Kenora District, Northwestern Ontario, Ontario, Canada",195955039,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,388960410,49.6683101,-93.7180851,NA,NA,Kenora District,Ontario,CA-ON,NA,Canada,ca,,NA,NA,NA,NA,NA,Unorganized Kenora District,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,leucophylla,NA,30.432141,-84.97575,2362,NA,NA,1950,3056577425,"19398, FL 12, Bristol, Liberty County, Florida, 32321, United States",329094044,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11064970,30.432924,-84.975646,19398,FL 12,Liberty County,Florida,US-FL,32321,United States,us,,NA,Bristol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,41.211631,-80.260221,2362,NA,NA,1923,2859080875,"Watson Road, East Lackawanock Township, East Lackawannock Township, Mercer County, Pennsylvania, 16137, United States",108119918,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,19336569,41.2076343,-80.2601006,NA,Watson Road,Mercer County,Pennsylvania,US-PA,16137,United States,us,,NA,East Lackawanock Township,NA,NA,NA,East Lackawannock Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,31.956272,-83.275971,2376,NA,NA,1953,3709953233,"Reid Cemetery, Bowens Mill Highway, Statham Shoals, Wilcox County, Georgia, 31001, United States",2681972,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,358700648,31.9515682,-83.2746005,NA,Bowens Mill Highway,Wilcox County,Georgia,US-GA,31001,United States,us,,NA,NA,NA,Reid Cemetery,Statham Shoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,minor,minor,31.956272,-83.275971,2376,NA,NA,1953,3709819383,"Reid Cemetery, Bowens Mill Highway, Statham Shoals, Wilcox County, Georgia, 31001, United States",2681972,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,358700648,31.9515682,-83.2746005,NA,Bowens Mill Highway,Wilcox County,Georgia,US-GA,31001,United States,us,,NA,NA,NA,Reid Cemetery,Statham Shoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,47.283333,-95.283333,2391,NA,NA,1981,883389411,"Mallard Grade Road, Clearwater County, Minnesota, United States",107453913,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,18052586,47.281643511983724,-95.28299650580948,NA,Mallard Grade Road,Clearwater County,Minnesota,US-MN,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,47.07173,-56.346319,2398,NA,NA,2022,3858906197,"Miquelon, Miquelon-Langlade, Saint-Pierre-et-Miquelon, 97500, France",298123068,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,3404441,46.963795250000004,-56.32621447056707,NA,NA,NA,Saint-Pierre-et-Miquelon,NA,97500,France,fr,,NA,Miquelon-Langlade,NA,NA,NA,NA,NA,NA,Miquelon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR-PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,psittacina,NA,30.536491,-82.037798,2404,NA,NA,1940,3709964063,"Okefenokee Parkway, Saint George, Charlton County, Georgia, United States",102346888,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,9085169,30.536287888563667,-82.03939430201093,NA,Okefenokee Parkway,Charlton County,Georgia,US-GA,NA,United States,us,,NA,Saint George,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,43.910137,-79.701176,2407,NA,NA,1970,1899333327,"Bog Boardwalk, King, York Region, Golden Horseshoe, Ontario, L7E 1R9, Canada",187711931,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,342644754,43.9106773,-79.7013169,NA,Bog Boardwalk,York Region,Ontario,CA-ON,L7E 1R9,Canada,ca,,NA,NA,NA,NA,NA,King,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Golden Horseshoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,43.983333,-79.616667,2409,NA,NA,1969,1899296815,"18th Sideroad, Pottageville, King, York Region, Golden Horseshoe, Ontario, L7B 0C8, Canada",114497680,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,34163395,43.98609013650592,-79.61729374434684,NA,18th Sideroad,York Region,Ontario,CA-ON,L7B 0C8,Canada,ca,,Pottageville,NA,NA,NA,NA,King,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Golden Horseshoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,49.42701,-57.985658,2411,NA,NA,2015,2265895520,"Newfoundland, Newfoundland and Labrador, Canada",299057351,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,9467325,49.31166455,-56.44995099337655,NA,NA,NA,Newfoundland and Labrador,CA-NL,NA,Canada,ca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newfoundland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,47.662843,-57.067044,2443,NA,NA,2019,2397644333,"Newfoundland, Newfoundland and Labrador, Canada",299057351,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,9467325,49.31166455,-56.44995099337655,NA,NA,NA,Newfoundland and Labrador,CA-NL,NA,Canada,ca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newfoundland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,49.713759,-57.622418,2451,NA,NA,2021,3343838899,"Northern Traverse, Newfoundland, Newfoundland and Labrador, Canada",212780387,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,481734926,49.713245836314734,-57.62209158484323,NA,Northern Traverse,NA,Newfoundland and Labrador,CA-NL,NA,Canada,ca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newfoundland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,48.516869,-84.733934,2453,NA,NA,2019,2603455720,"Unorganized North Algoma, Algoma District, Northeastern Ontario, Ontario, Canada",298920254,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,7594208,47.98565275,-84.33910573306366,NA,NA,Algoma District,Ontario,CA-ON,NA,Canada,ca,,NA,NA,NA,NA,NA,Unorganized North Algoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northeastern Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,42.003661,-79.781638,2454,NA,NA,1928,2859093863,"State Game Lands Number 167, Old State Line Road, Venango Township, Erie County, Pennsylvania, 16438, United States",107865550,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,18912559,42.0002183,-79.77865548181923,NA,Old State Line Road,Erie County,Pennsylvania,US-PA,16438,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,State Game Lands Number 167,NA,NA,NA,NA,NA,NA,NA,Venango Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,48.392331,-71.164203,2500,NA,NA,1992,3698222640,"Autoroute de l'Aluminium, Arrondissement de Jonquière, Saguenay, Ville de Saguenay, Saguenay–Lac-Saint-Jean, Québec, G7S 4S9, Canada",231173120,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,615118463,48.3951780337656,-71.16306139701662,NA,Autoroute de l'Aluminium,Ville de Saguenay,Québec,CA-QC,G7S 4S9,Canada,ca,,NA,NA,NA,NA,NA,Saguenay,NA,NA,NA,NA,NA,NA,Saguenay–Lac-Saint-Jean,NA,Arrondissement de Jonquière,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,minor,minor,30.749641,-83.299041,2593,NA,NA,1949,3709801464,"Lowndes County, Georgia, United States",297907103,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1073781,30.8195619,-83.2628255,NA,NA,Lowndes County,Georgia,US-GA,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,36.626319,-77.546646,2639,NA,NA,1938,3056584406,"Skippers, Greensville County, Virginia, United States",443402,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,158259390,36.6118169,-77.5466463,NA,NA,Greensville County,Virginia,US-VA,NA,United States,us,,NA,NA,NA,NA,Skippers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,47.583298,-92.478541,2639,NA,NA,1950,2265397902,"Saint Louis County, Minnesota, United States",298109715,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1796056,47.6201005,-92.4363343,NA,NA,Saint Louis County,Minnesota,US-MN,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.12521,-94.576956,2639,NA,NA,1945,2265395763,"24910, Bison Road, Cushing, Morrison County, Minnesota, 56443, United States",313953468,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,18169009,46.12520691707664,-94.5775506706258,24910,Bison Road,Morrison County,Minnesota,US-MN,56443,United States,us,,NA,Cushing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,41.484059,-78.647303,2662,NA,NA,1909,3865365923,"Johnsonburg-Saint Marys Road, Ridgway Township, Elk County, Pennsylvania, 15845, United States",104330633,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11884480,41.48372113696114,-78.64748677487471,NA,Johnsonburg-Saint Marys Road,Elk County,Pennsylvania,US-PA,15845,United States,us,,NA,NA,NA,NA,NA,Ridgway Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,41.915268,-79.415286,2665,NA,NA,1962,2859371866,"495, Bull Hill Road, Wrightsville, Freehold Township, Warren County, Pennsylvania, 16340, United States",322833395,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,12059900,41.915620733555244,-79.41525822354038,495,Bull Hill Road,Warren County,Pennsylvania,US-PA,16340,United States,us,,NA,NA,NA,NA,Wrightsville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freehold Township,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,45.221033,-81.51701,2699,NA,NA,2017,1668822074,"Municipality of Northern Bruce Peninsula, Bruce County, Southwestern Ontario, Ontario, Canada",298603266,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,7489201,45.13567595,-81.44689125142602,NA,NA,Bruce County,Ontario,CA-ON,NA,Canada,ca,,NA,NA,Municipality of Northern Bruce Peninsula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southwestern Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,50.929749,-93.391328,2719,NA,NA,2022,3859648465,"Unorganized Kenora District, Kenora District, Northwestern Ontario, Ontario, Canada",299086659,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,7660852,52.9312176,-85.85237998667819,NA,NA,Kenora District,Ontario,CA-ON,NA,Canada,ca,,NA,NA,NA,NA,NA,Unorganized Kenora District,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,minor,NA,29.979685,-81.810374,2722,NA,NA,1945,2234381872,"3497, Morton Drive, Penney Farms, Clay County, Florida, 32043, United States",303652369,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,10840881,29.97973110264561,-81.81037737776887,3497,Morton Drive,Clay County,Florida,US-FL,32043,United States,us,,NA,NA,NA,NA,Penney Farms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,31.571635,-84.540112,2734,NA,NA,1947,3709828938,"Calhoun County, Georgia, United States",297896304,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1028122,31.5311784,-84.614328,NA,NA,Calhoun County,Georgia,US-GA,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,purpurea,46.422051,-93.772021,2744,NA,NA,NA,2265397826,"Aitkin County, Minnesota, United States",298109660,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1795839,46.5714822,-93.3847595,NA,NA,Aitkin County,Minnesota,US-MN,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,50.987113,-56.934884,2747,NA,NA,2022,3888875572,"Reef's Harbour Road, Shoal Cove, Newfoundland, Newfoundland and Labrador, Canada",139162305,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,145127937,50.98332247976358,-56.935759583616424,NA,Reef's Harbour Road,NA,Newfoundland and Labrador,CA-NL,NA,Canada,ca,,NA,NA,NA,NA,Shoal Cove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newfoundland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
